AnimeName	comedy	shounen	drama	action	adventure	fantasy	scifi	romance	supernatural	mystery	sliceoflife	school	seinen	historical	sports	SearchContents
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the garden sinner known japan kara kykai refer rakkyo japan light novel series author kinoko nasu illustrate takashi takeuchi originally release series chapter release independent online comiket october 1998 august 1999 final anime film produce release 2013 manga adaptation illustrate sphere tenku start serialize september 2010 seikaisha online magazine saizensen kara kykai follow story shiki rygi teenage girl raise demon hunter acquire mystic eyes death perception survive fatal accident kara kykai originate october 1998 series five chapter release online nasu takeuchi djinbase website takebki final two chapter release comiket 56 august 1999 the series adapt anime film series divide seven chapter animate studio ufotable include claymation short movie theater in february 1999 string murder shiki ryougi mikiya kokutou edge 3d conversion kara kyoukai movie call overlook view 3d release july 2013
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	mirai fukuin tell story set main timeline kara kyoukai film well one set future the garden sinner future gospel 2013 japan animate film produce ufotable base the garden sinner novel kinoko nasu it sequel series precede study murder part 2009 the film play two parts mbiu ring mbiu link mirai fukuin adaptation side story kara kyoukai novel series kara kyoukai one typemoon earliest works author kinoko nasu illustrate takashi takeuchi it known rakkyo tagline garden sinner originally publish web novel 1998 series release novel 2004 adapt eight animate movies ufotable 2007 2013 side story original kara kykai garden sinner movie series divide parts mirai fukuin lit the futures gospel side story kara kyoukai novel series it divide two parts
Karigurashi no Arrietty	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	arrietty titled arrietty borrow japan the secret world arrietty north america 2010 japan animate fantasy film direct hiromasa yonebayashi ghibli announce film late 2009 yonebayashi making director debut miyazaki supervise production develop planner the film release japan july 17 2010 arrietty received positive review praise animation music karigurashi arrietty studio ghibli reimagine mary norton 1952 novel the borrow the film won tokyo anime award 2011 following category animation year best art direction best director best music notable entry the clock family fourinchtall live anonymous family residence borrowing simple item make home the secret world arrietty 2010 japan animate fantasy film studio ghibli base mary norton juvenile fantasy novel the borrow the film direct hiromasa yonebayashi written hayao miyazaki keiko niwa karigurashi arrietty base mary norton fantasy novel the borrow tiny living secret life occasional shuffle off necessity home regularsize
Katanagatari	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	katanagatari japan light novel series written nisio isin illustrate take the series publish kodansha kodansha box imprint an anime adaptation white fox airing january 26 2010 consist 12 episode the story revolve sword hunt katanagari 12 weapon create fictional swordsmith katanagatari story yasuri shichika swordsman fight sword togame ambitious young strategist seek collect 12 legendary sword shogunate katanagatari japan light novel series written nisio isin illustrate take the series publish kodansha kodansha box imprint this story teak place edo era yasuri shichika seventh head kyotou school japan sword martial arts living fushou island sister nanami yasuri shichika seventh successor kyotouryuu bladeless sword art lives isolated island old sister nanami katanagatari japan light novel series written nisio isin illustrate take
Katekyo Hitman Reborn!	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	reborn known japan kateky hitman reborn japan manga series written illustrate akira amano the manga young boy tsunayoshi sawada discover line boss vongola family powerful mafia organization there putt lightlytsunayoshi sawada good he clumsy talentless desperate love school idol kyouko sasagawa girl completely out league katekyo hitman reborn known reborn japan manga series written illustrate akira amano the series serialize weekly shnen jump may 31 2004 japan november 12 2012 baby hitman reborn one cursed arcabaleno arrive teach tsunayoshi no good tsuna sawada head vongola power crime family reborn anime series ran 2006 2010 katekyo hitman reborn sidescroller action rpg base popular manga series reborn the campaign mode summarize story manga introduce tsunayoshi sawada young boy line boss vongola family the reborn manga popular japan mainichi shimbun one greatest number cosplayer country
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	nausica valley wind 1984 japan animate epic science fantasy adventure it wasfilm adapt direct hayao miyazaki base 1982 manga same it animate topcraft tokuma shoten hakuhodo distribute toei company nausica valley wind release japan 11 march 1984 warrior pacifist princess nausica desperate struggle prevent two war nation destroy die planet millennium pass catastrophe nuclear war name seven days fire destroy life earth in 1984 film award oufuji noburou award mainichi film award nausica valley wind 1984 japan animate postapocalyptic fantasy adventure film written direct hayao miyazaki the movie won animage anime grand prix prize 1984 breathtaking ambitious scififantasy epic nausica brought new artistic credibility anime success led found studio ghibli
Kaze Tachinu	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	the wind rise 2013 japan animate historical drama film written direct hayao miyazaki animate studio ghibli nippon television network dentsu hakuhodo dy media partner walt disney japan mitsubishi toho kddi distribute toho it release 20 july 2013 japan release north america 21 february 2014 disney adult movie brand touchstone pictures the wind rise fictional biopic jiro horikoshi 19031982 designer mitsubishi a5m fighter aircraft successor mitsubishi a6m zero use empire japan world war ii the wind rise highestgross japan film japan 2013 it won nominate academy award best animate feature golden globe award best foreign language film japan academy prize animation year look life jiro horikoshi man design japan fighter plane world war ii it topgross movie release year earn 113 million domestic box office 2013 the wind rise 2013 japan anime written direct hayao miyazaki it release 20 july 2013 japan 21 february 2014 america this film quite different previous film led audience world fantasy magic human being strange animal immerse japan countryside seaside accessible western audience
Kemono no Souja Erin	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	the beast player japan novel series written nahoko uehashi publish kodansha 2006 2009 it focus girl control greatest beast involved war two territory one kingdom the series adapt manga serialize kodansha monthly shnen siriu october 25 2008 in land ryoza neighboring provinces shinou taikou peace in land ryoza neighboring provinces shinou taikou peace the beast player japan novel series written nahoko uehashi publish kodansha 2006 2009 its manga adaptation serialize kodansha monthly shnen siriu october 25 2008 anime series entitle kemono sja erin air japan january 10 december 26 2009 the story young woman drawn war kingdom kemono souja erin story easily enjoy surface level feel lurk beneath surface the series use nature parallel situation event individual
Kill la Kill	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	kill la kill 2013 japan anime television series produce trigger it follow vagrant schoolgirl ryuko matoi search father killer bring violent conflict satsuki kiryuin ironwill student council president honnouji academy mother fashion empire the series trigger original anime television project direct hiroyuki imaishi written kazuki nakashima it air japan october 2013 march 28 2014 kill la kill toshio ishizaki won tokyo anime award best character design 2014 the series got character design award storyboard award soundtrack award theme song award mascot award female character award series award tv broadcast 2014 newtype anime award young girl arrive school superhuman find out truth behind father murder kill la kill anime television series premier japan october 2013 march 27 2014 ran 24 episode 25th ova episode release september 2014 ryuko matoi vagrant school girl travel place place searching clue truth behind father death woman scissor blade kill la kill originally conceive manga focus entire battle scene shift production characterfocuse
Kimi ni Todoke 2nd Season	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	kimi ni todoke from me you japan shjo romance manga karuho shiina it publish shueisha bessatsu margaret 2005 2017 collected 30 tankbon volumes in 2008 won best shjo manga award 32nd annual kodansha manga award two anime adaptation kimi ni todoke air japan67 produce production sawako kuronuma friends begun second year high school same class kimi ni todoke story sawako resemblance horror movie character sadako made social outcast sawako kuronuma misunderstood due resemblance ghost girl the ring its now midfebruary sawako continue grow close chizu ayane relationship kazehaya skid halt party unable admit feelings the story take place hokkaido kimi ni todoke adapt two series light novel japan release shueisha one cobalt imprint one new mirai bunko imprint
Kimi ni Todoke	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	kimi ni todoke from me you japan shjo romance manga karuho shiina it publish shueisha bessatsu margaret 2005 2017 collected 30 tankbon volumes in 2008 won best shjo manga award 32nd annual kodansha manga award two anime adaptation kimi ni todoke air japan67 produce production kuronuma sawako completely misunderstood classmate her timid sweet demeanor mistaken malicious behavior kimi ni todoke story sawako resemblance horror movie character sadako made social outcast sawako kuronuma misunderstood due resemblance ghost girl the ring kimi ni todoke from me you set contain episode 112 anime direct hiro kaburaki the story take place hokkaido kimi ni todoke adapt two series light novel japan release shueisha one cobalt imprint one new mirai bunko imprint
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	your name japan hepburn kimi na wa 2016 japan animate romantic fantasy drama film written direct makoto shinkai produce comix wave film the film produce noritaka kawaguchi genki kawamura music compose radwimp your name tell story high school boy tokyo high school girl rural town sudden inexplicably swap body two stranger find link bizarre when connection form distance thing keep kimi na wa revolve mitsuha taki action dramatic impact lives weave fabric held fate circumstance kimi na wa your 2016 japan anime romantic fantasy drama film direct written edit makoto shinkai base own novel same publish month film premiere kimi no na wa 2016 japan anime blockbuster makoto shinkai this movie absolute visual treat you taken new world scenery landscape film kimi no translate your informal na wa translate name what so kimi no na wa basically question means what is your name short representation question your name new anime movie girl boy lives life sleep wanna meet blockbuster hit kimi na wa your name release august 26 from premiere went break amazing record your name shinkai trademark beautiful detailed background art he manage create entertaining piece keeping artistic style your name story set modern world it romantic comedy high school boy living tokyo girl living countryside switch body
Kimi to Boku. 2	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	kimi boku japan manga series written illustrate kiichi hotta four teens yta yki asaba shun matsuoka kaname tsukahara the story revolve four teensthe goodlooke twin yta yki asaba effeminate shun matsuoka class head kaname tsukaharawho known early childhood the second season boys grow little invaluable daily lives second season announce main site start airing april 2012 yuuta yuuki shun kaname chizuru continue friends third years high school an anime television adapt kimi boku announce april 2011 issue monthly gfantasy kimi boku serial run february 2003 shnen manga magazine gangan power move monthly gfantasy 2009 the second season theme song zutto sung nico nico douga singe shonent real tomohisa sako the series split two 13episode season
Kingdom 2nd Season	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	kingdom 2019 south korea politics period horror thriller web television series written kim eunhee direct kim seonghun it netflix original korea seriesa premier january 25 2019 the series adapt webcomic series the kingdom gods author kim eunhee drawn yang kyungil the series positively review renew second season release march 13 2020 the season received critical acclaim critic audience kingdom base korea webcomic land gods author kim eunhee kingdom netflix release beginning 2019 returns second season netflix original series tell south korea medieval period present subscriber 13 march kingdom second season available netflix subscriber march 13 netflix agree second season kingdom sixepisode season air
Kingdom	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	kingdom 2019 south korea politics period horror thriller web television series written kim eunhee direct kim seonghun it netflix original korea seriesa premier january 25 2019 the series adapt webcomic series the kingdom gods author kim eunhee drawn yang kyungil the series positively review renew second season release march 13 2020 the season received critical acclaim critic audience kingdom base korea webcomic land gods author kim eunhee while strange rumor ill king grip kingdom crown prince hope mysterious plague overtake land netflix original series tell south korea medieval period present subscriber 13 march kingdom second season available netflix subscriber march 13 netflix agree second season kingdom sixepisode season air
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	kino journey beautiful world shorten kino journey japan light novel series written keiichi sigsawa illustration kouhaku kuroboshi the series follow traveler name kino talk motorcycle name herme explore country unique customs mysterious world spend three days location kino journey series light novel written keiichi sigsawa illustrate kouhaku kuroboshi destination state mind tale one girl bike road ahead kino 15yearold traveler form bond herme talk motorcycle together wander lands venture country place despite clear idea expect at stage event dengeki bunko festival 2017 announce new adaptation prioritize fan favorite story kino journey beautiful world japan light novel series written keiichi sigsawa illustrate kouhaku kuroboshi the series publish ascii media works imprint dengeki bunko kino tabi japan light novel series written keiichi sigsawa illustration khaku kuroboshi kino tabi known english kino journey light novel series keiichi sigsawa adapt thirteenepisode tv anime series 2003
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	parasyte japan science fiction horror manga series written illustrate hitoshi iwaaki publish kodansha morning open zkan afternoon magazine 1988 1995 the manga publish north america tokyopop del rey finally kodansha comics the manga adapt two liveaction film japan 2014 2015 respectively the china ministry culture blacklist kiseijuu sei kakuritsu well 37 works june 2015 parasyte won kodansha manga award general category 1993 seiun award best manga 1996 parasyte center male 17yearold high school student name shinichi izumi lives mother father quiet neighborhood tokyo japan kiseij sei kakuritsu anime adaptation hitoshi iwaaki sciencefiction horror manga kiseijuu parasitic alien descended earth quick infiltrate humanity burrow brains vulnerable target parasyte originally serialize japan morning open zkan13 1988 switch afternoon issue 1990 the series won kodansha manga award general manga 1993
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	kizumonogatari japan animate film trilogy direct akiyuki shinbo tatsuya oishi animate shaft the film adaptation 2008 light novel same third entry monogatari series written nisio isin illustrate vofan prequel bakemonogatari during koyomi araragi second year naoetsu private high school chance encounter tsubasa hanekawa top honor student class follow araragi encounter vampire kissshot acerolaorion heartunderblade journey humanity vampire kizumonogatari part tekketsu part kizumonogatari movie trilogy release january 2016 japan first season monogatari series part 26 contain arc koyomi vamp kizumonogatari light novel some time event bakemonogatari araragi normal high school student runs strange women out street first season monogatari series part 26 contain arc koyomi vamp kizumonogatari light novel the anime adaptation kizumonogatari announce july 20108 march 2011 announce adaptation film kizumonogatari sharp change pace series point establish firm visualnarrative rhythm
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	kizumonogatari japan animate film trilogy direct akiyuki shinbo tatsuya oishi animate shaft the film adaptation 2008 light novel same third entry monogatari series written nisio isin illustrate vofan prequel bakemonogatari the anime adaptation kizumonogatari announce july 20108 march 2011 in spring second year high school koyomi araragi met beautiful vampire kissshot acerolaorion heartunderblade after revert human halfvampire koyomi araragi decide retrieve kissshot acerolaorion heartunderblade sever body parts stolen three powerful vampire hunter kizumonogatari part nekketsu second part kizumonogatari movie trilogy release august 19 2016 japan now vampire koyomi charged retrieve kissshot sever limb vampire hunter took the film runnerup best picture film category 2016 newtype anime award the second film kizumonogatari part nekketsu release august 19 2016 this second film direct continuation one
Kobato.	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	kobato manga series clamp premier monthly sunday genex january 2005 seven chapter release title kobato kobato temporary title series put hiatus late 2005 the volume manga release kadokawa shoten december 26 2007 subsequent release entire series english kobato 24episode anime adapt manga same clamp the series premier autumn 2009 direct mitsuyuki masuhara animate madhouse sweet nave hanato kobato came earth mission collect fill bottle konpeito appear heal person heart suffering kobato hanato main protagonist kobato follow journey mysterious girl complete given task fulfill wish kobato sweet perky girl extremely naive world literally fell out sky unaccustomed human world one clamp works kobato story young naive girl kobato hanato mission fill mysterious bottle suffering people heart
Kodomo no Omocha (TV)	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	kodomo omocha known kodocha short japan manga series miho obana the series adapt ova staff release december 16 1995 shueisha ribon video an anime television series produce nas tv tokyo animate studio gallop broadcast tv tokyo friday april 1996 march 27 1998 in 2002 manga publish north america english tokyopop kodocha sana stage sixth grade sana kurata perfect life her mother fairly successful author young man employ keep happy safe best star children television show kodomo omocha the story super hyper child star sana kurata kodomo omocha fun entertaining shojo series mix comedy drama equal parts it create miho obana publish shueisha ribon magazine 1994 1998 kodomo omocha commonly shorten kodocha manga series written illustrate miho obana the manga serialize magazine ribon april 1995 january 1999 shueisha publish manga ten volumes
Koe no Katachi	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	silent voice the movie 2016 japan animate teen drama film produce kyoto animation direct naoko yamada it base manga same written illustrate yoshitoki ima koe katachi tell heartwarming tale shouya reunion shouko honest attempt redeem continual haunt shadow past young man ostracize classmate bully deaf girl point move away silent voice looks teen bully sobering hardhitt perspective uncommon animate medium koe katachi japan manga series written illustrate yoshitoki oima it involve story nishimiya shouko middle school student deaf koe katachi japan animate film produce kyoto animation direct naoko yamada naoko yamada beguile anime demonstrate effects school bully bully bully the story revolve nishimiya shko grade school student impair hearing the story revolve nishimiya shko impair hearing ishida shya hear
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the final four episode kokoro connect kokoro connect japan light novel series written sadanatsu anda illustration shiromizakana the series include 11 volumes publish enterbrain january 2010 march 2013 two manga adaptation publish enterbrain kadokawa shoten 13episode anime adaptation direct shinya kawatsura written fumihiko shimo produce silver link air japan july september 2012 these episode cover story michi random fourth volume sadanatsu anda original light novel series the story primarily involve five high school student member student cultural research club high school attend kokoro connect light novel series written sadanatsu anda illustration yukiko horiguchi pen shiromizakana
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the anthem heart 2015 japan animate youth drama film produce a1 pictures direct tatsuyuki nagai it written mari okada character design masayoshi tanaka serving chief animation director creative team super peace buster kokoro ga sakebitagatterunda create production staff 2011 anime series ano hi mita hana namae wo bokutachi wa mada shiranai two works set city chichibu saitama prefecture the movie one jury selection animation division 19th japan media arts festival it nominate animation year award 39th japan academy prize young girl voice magical taken away hurt outlook change encounter music friendship takumi sakagami high school student poor social interaction the story take place japan city chichibu story revolve young girl jun naruse it release september 19th 2015 japan march 30th 2016 north america theater alongside bluray release it earn 12 billion yen japan box office data motion picture producer association japan
Kono Subarashii Sekai ni Shukufuku wo!	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	konosuba gods blessing wonderful world japan light novel series written natsume akatsuki the series follow boy fantasy world following death form dysfunctional party goddess wizard crusade fight monster manga adaptation illustrate masahito watari joseph yokobori serialize fujimi shobo monthly dragon age magazine october 2014 konosuba gods blessing this wonderful world anime television series adapt light novel series same title natsume akatsuki an original video animation bundle ninth light novel konosuba june 20167 second release twelfth light novel july 2017 it happy kazuma right moment die goddess intervene offer second chance magical land kono subarashii sekai ni shukufuku wo japan light novel series written akatsuki natsume illustrate mishima kurone the series publish kadokawa sneaker bunko october 2013 kazuma sat hikikomori shutin diehard fan games anime manga kazuma satou shut love games life sudden appear beautiful girl claim goddess
Kotonoha no Niwa	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	the garden words 2013 japan anime drama film written direct edit makoto shinkai animate comix wave film distribute toho the film made manga illustration midori motohashi later novel shinkai same year film the garden words premier gold coast film festival australia april 28 2013 general release may 31 2013 japan in 2013 kotonoha niwa won kobe theatrical film award share satoshi kon award achievement animation berserk ougon jidaihen iii kourin 15yearold boy 27yearold woman find friendship one rainy shinjuku gyoen national garden kotonoha niwa 2013 japan anime film produce comix wave film direct makoto shinkai the story begin takao akizuki 15 yearoldschool boy wants shoemaker the garden words 2013 japan anime drama film written written direct makoto shinkai it 4th feature film kotonoha niwa shortfilm makoto shinkai takao 15yearold highschool student skip class rainy days sketch draw designs shoe the movie different dialogue kept minimum result focus emotion character
Kuragehime	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	princess jellyfish japan josei manga series written illustrate akiko higashimura it serialize kodansha manga magazine kiss october 2008 august 2017 the manga licensed north america kodansha usa kuragehime simulcast funimation fall 2010 available dvd bluray release following year kuragehime brief available stream netflix princess jellyfish ever late mother took aquarium young tsukimi kurashita obsess jellyfish compare flowing tentacle princesss white dress an insecure young woman obsess jellyfish lives house full awkward women meeting stylish princess turn life upside down princess jellyfish awardwinn josei manga akiko higashimura adapt anime brain base part fall 2010s noitamina block kuragehime follow tsukimi kurashita 18yearold move kagoshima tokyo illustrator princess jellyfish manga written illustrate akiko higashimura
Kurenai no Buta	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	porco rosso 1992 japan animate comedyadventure film written direct hayao miyazaki it base hiktei jidai threepart 1989 watercolor manga miyazaki in 1930s italy veteran world war pilot cursed look anthropomorphic pig the film won 1992 mainichi film award animation after mysterious encounter world war famed flying ace marco rossellini transform look pig master animate hayao miyazaki direct tale world war flying ace pig fantasy flick man name marcoformer fascist founder italy aviator clubwho transform giant pig known porco rosso after curse turn pig world war ace marco pagot porco rosso mysterious bounty hunter take down sky pirate adriatic sea englishdubb version included ghibli ld box set region dvd release 2002 film later redubb disney release dvd united states canada february 22 2005
Kuroko no Basket 2nd Season	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	kuroko basketball known japan kuroko basuke japan sports manga series written illustrate tadatoshi fujimaki the english rendering the basketball which kuroko play appear artwork japan version it serialize weekly shnen jump december 2008 september 2014 in final season kuroko basket kuroko go headtohead old teammate attempt show individual skill play basketball kuroko basketball anime series adapt manga series same tadatoshi fujimaki the series dvd bluray compilation release july 27 201267 new dvdbluray compilation release monthly written illustrate tadatoshi fujimaki kuroko basketball serialize manga anthology weekly shnen jump december 2008 september 2014 after winning fierce game yosen high seirin high successful advances semifinal winter cup following triumph yousen high seirin basketball team reach semifinal winter cup kaijou rakuzan shuutoku the kuroko basketball manga sold nine million unit japan september 2012
Kuroko no Basket 3rd Season	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	kuroko basketball known japan kuroko basuke japan sports manga series written illustrate tadatoshi fujimaki the english rendering the basketball which kuroko play appear artwork japan version it serialize weekly shnen jump december 2008 september 2014 in final season kuroko basket kuroko go headtohead old teammate attempt show individual skill play basketball kuroko basketball anime series adapt manga series same tadatoshi fujimaki the series dvd bluray compilation release july 27 201267 new dvdbluray compilation release monthly written illustrate tadatoshi fujimaki kuroko basketball serialize manga anthology weekly shnen jump december 2008 september 2014 after winning fierce game yosen high seirin high successful advances semifinal winter cup following triumph yousen high seirin basketball team reach semifinal winter cup kaijou rakuzan shuutoku the kuroko basketball manga sold nine million unit japan september 2012
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	week winter cup five player generation miracle well kuroko settled everyday life the best present ova episode kuroko basuke anime included season dvd volume week winter cup five player generation miracle well kuroko settled everyday life week winter cup five player generation miracle well kuroko settled everyday life kuroko basket saikou present desu genre type ova series age rating teen 13 status finished description week winter cup five player generation miracle well kuroko settled everyday life
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	tip off tip off 22 episode kuroko basuke anime this episode generation miracle teiko it start off kise model mention join teiko basketball club episode 22 bundle bddvd volume the episode cover kuroko past part generation miracle tip off prequel episode show event took place kuroko middle school member generation miracle kuroko basket tip off tell generation miracle past teiko middle school it follow kise ryota time join basketball club time begin respect kuroko exceptional passing skill episode 22 take place teik college time generation miracle the story take place ryota kise decide join basketball club
Kuroko no Basket	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	kuroko basketball known japan kuroko basuke japan sports manga series written illustrate tadatoshi fujimaki the english rendering the basketball which kuroko play appear artwork japan version it serialize weekly shnen jump december 2008 september 2014 in final season kuroko basket kuroko go headtohead old teammate attempt show individual skill play basketball kuroko basketball anime series adapt manga series same tadatoshi fujimaki the series dvd bluray compilation release july 27 201267 new dvdbluray compilation release monthly written illustrate tadatoshi fujimaki kuroko basketball serialize manga anthology weekly shnen jump december 2008 september 2014 after winning fierce game yosen high seirin high successful advances semifinal winter cup following triumph yousen high seirin basketball team reach semifinal winter cup kaijou rakuzan shuutoku the kuroko basketball manga sold nine million unit japan september 2012
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	black butler japan manga series written illustrate yana toboso since debut september 16 2006 serialize square enix shnen manga magazine monthly gfantasy the series follow ciel phantomhive thirteenyearold boy head phantomhive household aristocratic family known queens guarddog full wonder excitement noah arc circus troupe capture audience dazzle performance kuroshitsuji book circus television series third season kuroshitsuji anime premier anime block july 11 2014 new episode release friday black butler anime series adapt manga series same title yana toboso ciel phantomhive queens watch dog given two ticket travel circus demon butler sebastian michaeli in victorian london breathtaking performance noah ark circus capture attention city when children vanish arrival mysterious circus suspect performer responsible black butler sold 28 million copy worldwide million outside japan
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	black butler japan manga series written illustrate yana toboso since debut september 16 2006 serialize square enix shnen manga magazine monthly gfantasy the series follow ciel phantomhive thirteenyearold boy head phantomhive household aristocratic family known queens guarddog full wonder excitement noah arc circus troupe capture audience dazzle performance kuroshitsuji book circus television series third season kuroshitsuji anime premier anime block july 11 2014 new episode release friday black butler anime series adapt manga series same title yana toboso ciel phantomhive queens watch dog given two ticket travel circus demon butler sebastian michaeli in victorian london breathtaking performance noah ark circus capture attention city when children vanish arrival mysterious circus suspect performer responsible black butler sold 28 million copy worldwide million outside japan
Kuroshitsuji	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	black butler japan manga series written illustrate yana toboso since debut september 16 2006 serialize square enix shnen manga magazine monthly gfantasy the series follow ciel phantomhive thirteenyearold boy head phantomhive household aristocratic family known queens guarddog full wonder excitement noah arc circus troupe capture audience dazzle performance young ciel phantomhive known queens guard dog taking care unsettle event occur victorian england her majesty black butler anime series adapt manga series same title yana toboso ciel phantomhive queens watch dog given two ticket travel circus demon butler sebastian michaeli in victorian london breathtaking performance noah ark circus capture attention city the manga series adapt animate television series anime musical ova video game black butler sold 28 million copy worldwide million outside japan
Kuuchuu Buranko	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	the psychiatrist irabu series series short story japan writer hideo okuda feature fictional psychiatrist dr ichir irabu the story originally publish primarily literary magazine all yomimono august 2000 january 2006 many patient different problem visit psychiatric ward irabu general hospital trapeze artist suffering insomnia sudden failing jumps gangster afraid knives sharp object business man erection 24 hour the story features psychiatrist protagonist irabu ichirou patient base japan short novel same title there television drama version the tv anime version current airing fuji television noitamina slot this story series occurrence one week 17th christmas december happen character live tokyo kuuchuu buranko challenge modern thought psychology challenging standard anime ridiculous color palate bizarre mesh animation live face actor quirky technique serve thematic drive points home ichiro irabu kuuchuu buranko psychiatrist irabu general hospital kch buranko 2005 oneoff television drama base primarily story same hideo okuda stars hiroshi abe irabu
Kyou kara Ore wa!!	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	ky kara ore wa japan shnen manga series written illustrate hiroyuki nishimori the series initially publish shnen sunday super running monthly 1988 1990 the series promote weekly magazine weekly shnen sunday 1990 1997 the manga tankbon volume publish december 1989 thirtyeighth march 1998 two transfer student mitsuhashi takashi itou shinji tired bore normal life unpopular decide take arrival new school opportunity reinvent image delinquent two high school student mitsuhashi takashi ito shinji set out strongest delinquent japan kyou kara ore wa shonen gag manga ran 1988 1997 it revolve two high school boys decide delinquent transfer new school an animate adaptation made 1993 liveaction tv series set debut 2018 base shounen manga nishimori hiroyuki serialise shounen sunday
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	beyond boundary japan light novel series written nagomu torii illustration tomoyo kamoi the work won honorable mention kyoto animation award competition 2011 after akihito kanbara reunite mirai kuriyamawhom believe vanish defeat beyond boundaryhe discover heartbreaking fact mirai lost memory friends past spirit warrior beyond boundary movie ill be here series movies base beyond boundary anime series kyoto animation the kyoukai kanata movie compose two film name past arc future arc set one year later event anime series new original story after akihito kanbara reunite mirai kuriyamawhom believe vanish defeat beyond boundaryhe discover heartbreaking fact mirai lost memory friends past spirit warrior schedule spring 2015 japan cinema kyoukai kanata movie animate film link light novel kyoukai kanata torii nagomu the story feature film take place shortly conclusion anime twopart film project titled gekijban kykai kanata ill be here produce kyoto animation direct taichi ishidate
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	little buster japan visual novel develop key it release july 27 2007 window pcs rate age little buster key sixth game title kanon air clannad riki friends manage complete team little buster baseball team overcome new member internal conflict riki rin slow approach secret world little buster refrain scenario little buster visual novel second season animation little buster refrain second season complete collection contain episode 113 anime direct yoshiki yamakawa little buster romance visual novel player assume role riki naoe little buster story revolve main protagonist riki naoe young male high school student little buster refrain second season little buster anime it air october 5th 2013 december 28 2013 13 episode
Log Horizon	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	log horizon japan novel series written mamare touno illustrate kazuhiro hara it serialize online 2010 usergenerate novel publishing website shsetsuka ni nar later acquire enterbrain publish light novel japan 2011 in blink eye thirty thousand bewilder japan game whisk everyday lives world popular mmorpg elder tale games latest updateunable log out log horizon adapt five volumes mamare touno novel series same title log horizon focus mmorpg elder tale enjoy considerable popularity offer deal class fantasypostapocalyptic world start 2010 log horizon series japan novel eventually adapt light novel series manga series finally anime 2013 log horizon last two season airing 2013 2015 despite manga produce 2018 original novel series continue the story begin 30000 japan game trap fantasy online game world elder tale log horizon light novel series written mamare touno illustration drawn kazuhiro hara
